label,model_name,ablation,use_niche_tokens,best_val_loss_mean,best_val_loss_std,classifier_auc_mean_mean,classifier_auc_mean_std,classifier_auc_std_mean,classifier_auc_std_std,jsd_composition_mean_mean,jsd_composition_mean_std,jsd_composition_std_mean,jsd_composition_std_std,mmd_rbf_mean_mean,mmd_rbf_mean_std,mmd_rbf_std_mean,mmd_rbf_std_std,rank_consistency_mean_mean,rank_consistency_mean_std,rank_consistency_std_mean,rank_consistency_std_std,sinkhorn_mean_mean,sinkhorn_mean_std,sinkhorn_std_mean,sinkhorn_std_std
deepsets,deepsets,,True,0.40418805181980133,0.030843660235404968,0.9583403609377636,0.022938100860178834,0.0,0.0,0.026308647875670877,0.001919111119710066,0.0,0.0,0.04570186138153076,0.013316869735717773,0.0,0.0,,,,,8.99528455734253,0.09933710098266602,0.0,0.0
stagebridge,stagebridge,,True,0.42146800458431244,0.029513075947761536,0.9312700286726261,0.03904537021420135,0.0,0.0,0.009409417172590981,0.007168147453504436,0.0,0.0,0.022839367389678955,0.0017376542091369629,0.0,0.0,,,,,8.056976318359375,0.06944084167480469,0.0,0.0
stagebridge__ablation_no_context,no_context,no_context,False,0.3976576179265976,0.028374508023262024,0.9032720526227019,0.020492494518468463,0.0,0.0,0.015550995071996997,0.004935840298421237,0.0,0.0,0.02368694543838501,0.004701554775238037,0.0,0.0,,,,,8.52078628540039,0.45382118225097656,0.0,0.0
