edge_label,model_family,auroc_mean,auroc_std,auprc_mean,auprc_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,brier_mean,brier_std,ece_mean,ece_std
AAH->AIS,deep_sets,0.5,,0.75,,0.8333333333333334,0.2886751345948128,0.9523809523809524,0.0824786098842322,0.1150025427341461,0.1177074826967214,0.2202615075641208,0.0492138518460848
AAH->AIS,eamist,0.5,,0.75,,0.8333333333333334,0.2886751345948128,0.9523809523809524,0.0824786098842322,0.1115856847415367,0.1218818216378534,0.2133248845736185,0.066867691392599
AAH->AIS,lesion_set_transformer,0.5,,0.75,,0.8333333333333334,0.2886751345948128,0.9523809523809524,0.0824786098842322,0.1703909064332644,0.094977448205663,0.2544902463754018,0.0040922386428714
AAH->AIS,pooled,0.5,,0.75,,0.8333333333333334,0.2886751345948128,0.9523809523809524,0.0824786098842322,0.1077062273398041,0.125563050186299,0.2026432156562805,0.0788209357363228
AIS->MIA,deep_sets,0.1666666666666666,0.2357022603955158,0.5444444444444444,0.1335646142241256,0.6666666666666666,0.2886751345948128,0.8095238095238094,0.2182178902359924,0.3331229190031687,0.1506771557005997,0.3910967071851094,0.2773685465587225
AIS->MIA,eamist,0.5,0.7071067811865476,0.6625,0.4772970773009195,0.6666666666666666,0.2886751345948128,0.8095238095238094,0.2182178902359924,0.3433205038309097,0.1480069316165733,0.4211594581604004,0.1873627281228815
AIS->MIA,lesion_set_transformer,0.5,0.2357022603955157,0.6666666666666665,0.3535533905932737,0.7222222222222222,0.2545875386086578,0.8412698412698413,0.1672325992516308,0.2978269110123316,0.1031205186313646,0.3651628578702608,0.2240428630758258
AIS->MIA,pooled,0.4166666666666666,0.3535533905932737,0.6416666666666666,0.388908729652601,0.5833333333333334,0.3818813079129867,0.7301587301587301,0.3510054664681901,0.4272815684477488,0.3178972215414549,0.4904426036557803,0.3273260978339812
